timestamp,comment_text,likes,has_replies,number_of_replies
1.52E+12,SPOILER ALERT FFS,0,FALSE,0
1.52E+12,"I always wondered what was wrong with the family but as soon as I saw it was filmed in Alabama, I was thinking to myself ""No wonder the family is the way they are.""",0,FALSE,0
1.52E+12,Merecia el premio mejor pelÌÄå_cula,0,FALSE,0
1.52E+12,Who came here after watching Oscar's Ì¡ÅüèÏ‰Û_,0,FALSE,0
1.52E+12,Basically a white racist bitch hypnotize niggas to be slaves and work for them and they try to hypnotize the black bf.,0,FALSE,0
1.52E+12,Anyone know why this is still showing in theaters?,0,FALSE,0
1.52E+12,This movie appears to be a collection of nonsensical cliche scenes,0,FALSE,0
1.52E+12,Oscars brought me here :),1,FALSE,0
1.52E+12,"Read a lot of reviews regarding this movie n watched it n it was so lame... Stupid movie... Unsatisfying potrey of characters and the end was the worst of all.... N people call it a great movie? Rubbish! 0 im glad i didnt watch it on the theaters wud be a waste of ticket n popcorns... #lame #lame #lame",0,FALSE,0
1.52E+12,"This is what you call good movie? Tsk, people are so used to substandard garbage that this is called Ì¢‰âÂÅÒgoodÌ¢‰âÂåù. Another Hollywood spewed our garabage",0,FALSE,0
1.52E+12,THIS TRAILER LITTERALLY DOESNT MAKE ANY SENSE OMG,1,FALSE,0
1.52E+12,A racist movie featuring racist actors... No thanks.,0,FALSE,0
1.52E+12,Whoa! Gives me the chills!,0,FALSE,0
1.52E+12,Wow. Excellent writing. Scary as hell. But good. Real good.,0,FALSE,0
1.52E+12,Cof Get Out wins the Academy Award for Best Original Screenplay.,1,FALSE,0
1.52E+12,Arguably the most racist movie ever made. And it won an Oscar.,0,FALSE,0
1.52E+12,"Sophomoric screenplay writing, but that no longer matters. No worse than Three Billboards, I suppose. If the politics is correct, the awards will flow.",0,FALSE,0
1.52E+12,Jordan Peele first African American to win an oscar for best original screenplay! CONGRATS!!!!Ì¡Åü‰Ûª‰ÛÒÌ¡Åü‰Ûª‰ÛÒÌ¡Åü‰Ûª‰ÛÒ,0,TRUE,1
1.52E+12,"the most underrated movie i've seen so far",1,FALSE,0
1.52E+12,This is such disgusting propaganda,0,TRUE,2
1.52E+12,racist garbage. Another white people are evil film.,1,FALSE,0
1.52E+12,Anybody after oscars??,0,FALSE,0
1.52E+12,#BestScreenPlay,0,FALSE,0
1.52E+12,Oh my word... this movie... Jordan Peele bravo!!,1,FALSE,0
1.52E+12,Anyone noticed that white people all drive Lincoln?,0,FALSE,0
1.52E+12,WTF jordan peele wrote this?,1,FALSE,0
1.52E+12,"Now we just need ""the white guy"" goes to meet his black girlfriend's family in Atlanta"" movie",0,FALSE,0
1.52E+12,I tried to watch this but i think i quit to soon.,0,FALSE,0
1.52E+12,1:02 OH HEY DREW MONSON,0,FALSE,0
1.52E+12,#Oscars90,1,FALSE,0
1.52E+12,This wins best original script??? i will give up writing!,0,FALSE,0
1.52E+12,Worth picture ever!!!,0,FALSE,0
1.52E+12,this is just a horror movie... not even good one! so please do tell me - why is this movie nominated for the Oscars?,0,FALSE,0
1.52E+12,"One the best movies I ever seen, especially the ending was so satisfying",1,FALSE,0
